sample	feature	homo_p	homo	stab_p	stab	n_platforms	confidence	MetaboliteName
X	HMDB0002820	1	yes	1	yes	2	high	1-methyl-4-imidazoleacetate
X	HMDB0002825	1	yes	1	yes	2	high	theobromine
X	HMDB0002829	1	yes	1	yes	2	high	androsterone glucuronide
X	HMDB0002925	1	yes	1	yes	2	high	dihomo-linolenate (20:3n3 or n6)
X	HMDB0002931	1	yes	1	yes	2	high	N-acetylserine
X	HMDB0003045	1	yes	1	yes	2	high	ergothioneine
X	HMDB0003072	1	yes	1	yes	2	high	quinate
X	HMDB0003073	1	yes	1	yes	2	high	linolenate [alpha or gamma; (18:3n3 or 6)]
X	HMDB0003157	1	yes	1	yes	2	high	guanidinosuccinate
X	HMDB0003229	1	yes	1	yes	2	high	palmitoleate (16:1n7)
X	HMDB0003331	1	yes	1	yes	2	high	N1-methyladenosine
X	HMDB0003357	1	yes	1	yes	2	high	N-delta-acetylornithine
X	HMDB0003464	1	yes	1	yes	2	high	4-guanidinobutanoate
X	HMDB0003681	1	yes	1	yes	2	high	4-acetamidobutanoate
X	HMDB0004041	1	yes	1	yes	2	high	allo-threonine
X	HMDB0004089	1	yes	1	yes	2	high	N-formylanthranilic acid
X	HMDB0004194	1	yes	1	yes	2	high	N1-Methyl-4-pyridone-3-carboxamide
X	HMDB0004824	1	yes	1	yes	2	high	N2,N2-dimethylguanosine
X	HMDB0004827	1	yes	1	yes	2	high	stachydrine
X	HMDB0004988	1	yes	1	yes	2	high	1-methyl-5-imidazoleacetate
X	HMDB0005060	1	yes	1	yes	2	high	dihomo-linoleate (20:2n6)
X	HMDB0006029	1	yes	1	yes	2	high	N-acetylglutamine
X	HMDB0006116	1	yes	1	yes	2	high	3-hydroxyhippurate
X	HMDB0006294	1	yes	1	yes	2	high	16-hydroxypalmitate
X	HMDB0006344	1	yes	1	yes	2	high	phenylacetylglutamine
X	HMDB0006528	1	yes	1	yes	2	high	docosapentaenoate (n3 DPA; 22:5n3)
X	HMDB0006547	1	yes	1	yes	2	high	stearidonate (18:4n3)
X	HMDB0006695	1	yes	1	yes	2	high	pro-hydroxy-pro
X	HMDB0006750	1	yes	1	yes	2	high	lactosyl-N-palmitoyl-sphingosine (d18:1/16:0)
X	HMDB0007853	1	yes	1	yes	2	high	1-palmitoyl-GPA (16:0)
X	HMDB0007869	1	yes	1	yes	2	high	1-myristoyl-2-palmitoyl-GPC (14:0/16:0)
X	HMDB0007991	1	yes	1	yes	2	high	1-palmitoyl-2-docosahexaenoyl-GPC (16:0/22:6)
X	HMDB0008038	1	yes	1	yes	2	high	1-stearoyl-2-oleoyl-GPC (18:0/18:1)
X	HMDB0008928	1	yes	1	yes	2	high	1-palmitoyl-2-linoleoyl-GPE (16:0/18:2)
X	HMDB0008993	1	yes	1	yes	2	high	1-stearoyl-2-oleoyl-GPE (18:0/18:1)
X	HMDB0009003	1	yes	1	yes	2	high	1-stearoyl-2-arachidonoyl-GPE (18:0/20:4)
X	HMDB0009784	1	yes	1	yes	2	high	1-palmitoyl-2-linoleoyl-GPI (16:0/18:2)
X	HMDB0009815	1	yes	1	yes	2	high	1-stearoyl-2-arachidonoyl-GPI (18:0/20:4)
X	HMDB0010169	1	yes	1	yes	2	high	palmitoyl sphingomyelin (d18:1/16:0)
X	HMDB0010318	1	yes	1	yes	2	high	pregnanediol-3-glucuronide
X	HMDB0010382	1	yes	1	yes	2	high	1-palmitoyl-GPC (16:0)
X	HMDB0010384	1	yes	1	yes	2	high	1-stearoyl-GPC (18:0)
X	HMDB0010386	1	yes	1	yes	2	high	1-linoleoyl-GPC (18:2)
X	HMDB0010738	1	yes	1	yes	2	high	1-methylxanthine
X	HMDB0011103	1	yes	1	yes	2	high	1,7-dimethylurate
X	HMDB0011171	1	yes	1	yes	2	high	gamma-glutamylleucine
X	HMDB0011178	1	yes	1	yes	2	high	prolylglycine
X	HMDB0011375	1	yes	1	yes	2	high	1-(1-enyl-stearoyl)-2-oleoyl-GPE (P-18:0/18:1)
X	HMDB0011503	1	yes	1	yes	2	high	1-palmitoyl-GPE (16:0)
X	HMDB0011506	1	yes	1	yes	2	high	1-oleoyl-GPE (18:1)
X	HMDB0011621	1	yes	1	yes	2	high	cinnamoylglycine
X	HMDB0011635	1	yes	1	yes	2	high	p-cresol sulfate
X	HMDB0011667	1	yes	1	yes	2	high	gamma-glutamylglycine
X	HMDB0011718	1	yes	1	yes	2	high	p-hydroxybenzaldehyde
X	HMDB0011737	1	yes	1	yes	2	high	gamma-glutamylglutamate
X	HMDB0011738	1	yes	1	yes	2	high	gamma-glutamylglutamine
X	HMDB0011749	1	yes	1	yes	2	high	2-piperidinone
X	HMDB0011753	1	yes	1	yes	2	high	iminodiacetate (IDA)
X	HMDB0011756	1	yes	1	yes	2	high	N-acetylleucine
X	HMDB0011757	1	yes	1	yes	2	high	N-acetylvaline
X	HMDB0012101	1	yes	1	yes	2	high	sphingomyelin (d18:1/18:1, d18:2/18:0)
X	HMDB0012273	1	yes	1	yes	2	high	palmitamide (16:0)
X	HMDB0012454	1	yes	1	yes	2	high	3beta,7alpha-dihydroxy-5-cholestenoate
X	HMDB0012458	1	yes	1	yes	2	high	7-alpha-hydroxy-3-oxo-4-cholestenoate (7-Hoca)
X	HMDB0012881	1	yes	1	yes	2	high	N-acetylcarnosine
X	HMDB0013127	1	yes	1	yes	2	high	3-hydroxybutyrylcarnitine (2)
X	HMDB0013211	1	yes	1	yes	2	high	2-ketocaprylate
X	HMDB0013288	1	yes	1	yes	2	high	nonanoylcarnitine (C9)
X	HMDB0013622	1	yes	1	yes	2	high	10-nonadecenoate (19:1n9)
X	HMDB0013676	1	yes	1	yes	2	high	2,6-dihydroxybenzoic acid
X	HMDB0013678	1	yes	1	yes	2	high	4-hydroxyhippurate
X	HMDB0013713	1	yes	1	yes	2	high	N-acetyltryptophan
X	HMDB0015109	1	yes	1	yes	2	high	EDTA
X	HMDB0029159	1	yes	1	yes	2	high	gamma-glutamylthreonine
X	HMDB0029160	1	yes	1	yes	2	high	gamma-glutamyltryptophan
X	HMDB0029200	1	yes	1	yes	2	high	ferulic acid 4-sulfate
X	HMDB0029377	1	yes	1	yes	2	high	piperine
X	HMDB0029412	1	yes	1	yes	2	high	betonicine
X	HMDB0029423	1	yes	1	yes	2	high	O-acetylhomoserine
X	HMDB0029576	1	yes	1	yes	2	high	2,3-dihydroxy-2-methylbutyrate
X	HMDB0029723	1	yes	0.25	yes	2	high	saccharin
X	HMDB0029737	1	yes	1	yes	2	high	3-formylindole
X	HMDB0032055	1	yes	1	yes	2	high	N-acetylhistidine
X	HMDB0032574	1	yes	1	yes	2	high	propyl 4-hydroxybenzoate
X	HMDB0033143	0.999999999999999	yes	0.0357142857142857	no	2	low	pyrraline
X	HMDB0033724	1	yes	1	yes	2	high	10-undecenoate (11:1n1)
X	HMDB0034323	1	yes	1	yes	2	high	S-allylcysteine
X	HMDB0034365	1	yes	1	yes	2	high	theanine
X	HMDB0034367	1	yes	1	yes	2	high	gamma-glutamylmethionine
X	HMDB0059724	1	yes	1	yes	2	high	catechol sulfate
X	HMDB0060015	1	yes	1	yes	2	high	phenol sulfate
X	HMDB0061112	1	yes	1	yes	2	high	3-carboxy-4-methyl-5-propyl-2-furanpropanoate (CMPF)
X	HMDB0061115	1	yes	1	yes	2	high	tryptophan betaine
X	HMDB0061384	1	yes	1	yes	2	high	acisoga
X	HMDB0062121	1	yes	1	yes	2	high	dihydroferulate
X	HMDB0062175	1	yes	1	yes	2	high	N-lactoyl phenylalanine
X	HMDB0062312	1	yes	1	yes	2	high	1-arachidonoyl-GPA (20:4)
X	HMDB0062551	1	yes	1	yes	2	high	4-ethylphenylsulfate
X	HMDB0062557	1	yes	1	yes	2	high	N-acetylthreonine
X	HMDB0062656	1	yes	1	yes	2	high	linoleamide (18:2n6)
X	HMDB0062657	1	yes	1	yes	2	high	epiandrosterone sulfate
X	HMDB0094649	1	yes	1	yes	2	high	2-aminoheptanoate
X	HMDB0094696	1	yes	1	yes	2	high	N-methylproline
X	HMDB0155722	1	yes	1	yes	2	high	O-sulfo-L-tyrosine
X	HMDB0240253	1	yes	1	yes	2	high	N-acetyltaurine
X	HMDB0240261	1	yes	1	yes	2	high	1-stearoyl-GPI (18:0)
X	HMDB0240296	1	yes	1	yes	2	high	C-glycosyltryptophan
X	HMDB0240607	1	yes	1	yes	2	high	glycohyocholate
X	HMDB0240609	1	yes	1	yes	2	high	sphingomyelin (d18:1/17:0, d17:1/18:0, d19:1/16:0)
X	HMDB0240624	1	yes	1	yes	2	high	4-hydroxychlorothalonil
Y	HMDB0000001	1	yes	1	yes	2	high	1-methylhistidine
Y	HMDB0000005	1	yes	1	yes	2	high	alpha-ketobutyrate
Y	HMDB0000008	1	yes	1	yes	2	high	2-hydroxybutyrate/2-hydroxyisobutyrate
Y	HMDB0000011	1	yes	1	yes	2	high	3-hydroxybutyrate (BHBA)
Y	HMDB0000020	1	yes	1	yes	2	high	4-hydroxyphenylacetate
Y	HMDB0000026	1	yes	1	yes	2	high	3-ureidopropionate
Y	HMDB0000034	1	yes	1	yes	2	high	adenine
Y	HMDB0000036	1	yes	1	yes	2	high	taurocholate
Y	HMDB0000039	1	yes	1	yes	2	high	butyrate (4:0)
Y	HMDB0000054	1	yes	1	yes	2	high	bilirubin (Z,Z)
Y	HMDB0000056	1	yes	1	yes	2	high	beta-alanine
Y	HMDB0000062	1	yes	1	yes	2	high	carnitine
Y	HMDB0000064	1	yes	1	yes	2	high	creatine
Y	HMDB0000086	1	yes	1	yes	2	high	glycerophosphorylcholine (GPC)
Y	HMDB0000092	1	yes	1	yes	2	high	dimethylglycine
Y	HMDB0000094	1	yes	1	yes	2	high	citrate
Y	HMDB0000122	1	yes	1	yes	2	high	glucose
Y	HMDB0000128	1	yes	1	yes	2	high	guanidinoacetate
Y	HMDB0000138	1	yes	1	yes	2	high	glycocholate
Y	HMDB0000148	1	yes	1	yes	2	high	glutamate
Y	HMDB0000152	1	yes	1	yes	2	high	gentisate
Y	HMDB0000156	1	yes	1	yes	2	high	malate
Y	HMDB0000157	1	yes	1	yes	2	high	hypoxanthine
Y	HMDB0000158	1	yes	1	yes	2	high	tyrosine
Y	HMDB0000159	1	yes	1	yes	2	high	phenylalanine
Y	HMDB0000161	1	yes	1	yes	2	high	alanine
Y	HMDB0000162	1	yes	1	yes	2	high	proline
Y	HMDB0000163	1	yes	1	yes	2	high	maltose/cellobiose
Y	HMDB0000167	1	yes	1	yes	2	high	threonine
Y	HMDB0000168	1	yes	1	yes	2	high	asparagine
Y	HMDB0000172	1	yes	1	yes	2	high	isoleucine
Y	HMDB0000176	1	yes	1	yes	2	high	maleate
Y	HMDB0000177	1	yes	1	yes	2	high	histidine
Y	HMDB0000182	1	yes	1	yes	2	high	lysine
Y	HMDB0000187	1	yes	1	yes	2	high	serine
Y	HMDB0000190	1	yes	1	yes	2	high	lactate
Y	HMDB0000191	1	yes	1	yes	2	high	aspartate
Y	HMDB0000192	1	yes	1	yes	2	high	cystine
Y	HMDB0000201	1	yes	1	yes	2	high	acetylcarnitine (C2)
Y	HMDB0000202	1	yes	1	yes	2	high	methylmalonate (MMA)
Y	HMDB0000207	1	yes	1	yes	2	high	octadecenoate
Y	HMDB0000208	1	yes	1	yes	2	high	alpha-ketoglutarate
Y	HMDB0000209	1	yes	1	yes	2	high	phenylacetate
Y	HMDB0000210	1	yes	1	yes	2	high	pantothenate
Y	HMDB0000214	1	yes	1	yes	2	high	ornithine
Y	HMDB0000220	1	yes	1	yes	2	high	palmitate (16:0)
Y	HMDB0000226	1	yes	1	yes	2	high	orotate
Y	HMDB0000243	1	yes	1	yes	2	high	pyruvate
Y	HMDB0000248	1	yes	1	yes	2	high	thyroxine
Y	HMDB0000251	1	yes	1	yes	2	high	taurine
Y	HMDB0000252	1	yes	1	yes	2	high	sphingosine
Y	HMDB0000254	1	yes	1	yes	2	high	succinate
Y	HMDB0000267	1	yes	1	yes	2	high	5-oxoproline
Y	HMDB0000269	1	yes	0.25	yes	2	high	sphinganine
Y	HMDB0000271	1	yes	1	yes	2	high	sarcosine
Y	HMDB0000277	1	yes	1	yes	2	high	sphingosine 1-phosphate
Y	HMDB0000289	1	yes	1	yes	2	high	urate
Y	HMDB0000292	1	yes	1	yes	2	high	xanthine
Y	HMDB0000296	1	yes	1	yes	2	high	uridine
Y	HMDB0000300	1	yes	1	yes	2	high	uracil
Y	HMDB0000323	1	yes	1	yes	2	high	3-amino-2-piperidone
Y	HMDB0000337	1	yes	1	yes	2	high	3,4-dihydroxybutyrate
Y	HMDB0000375	1	yes	1	yes	2	high	3-(3-hydroxyphenyl)propionate
Y	HMDB0000378	1	yes	1	yes	2	high	2-methylbutyrylcarnitine (C5)
Y	HMDB0000387	1	yes	1	yes	2	high	3-hydroxylaurate
Y	HMDB0000407	1	yes	1	yes	2	high	alpha-hydroxyisovalerate
Y	HMDB0000416	1	yes	1	yes	2	high	17alpha-hydroxypregnenolone 3-sulfate
Y	HMDB0000462	1	yes	1	yes	2	high	allantoin
Y	HMDB0000479	1	yes	1	yes	2	high	3-methylhistidine
Y	HMDB0000482	1	yes	1	yes	2	high	caprylate (8:0)
Y	HMDB0000497	1	yes	1	yes	2	high	5,6-dihydrouridine
Y	HMDB0000511	1	yes	1	yes	2	high	caprate (10:0)
Y	HMDB0000512	1	yes	1	yes	2	high	N-acetylphenylalanine
Y	HMDB0000517	1	yes	1	yes	2	high	arginine
Y	HMDB0000525	1	yes	1	yes	2	high	5-hydroxyhexanoate
Y	HMDB0000529	1	yes	1	yes	2	high	5-dodecenoate (12:1n7)
Y	HMDB0000532	1	yes	1	yes	2	high	N-acetylglycine
Y	HMDB0000535	1	yes	1	yes	2	high	caproate (6:0)
Y	HMDB0000539	1	yes	1	yes	2	high	arabonate/xylonate
Y	HMDB0000555	1	yes	1	yes	2	high	3-methyladipate
Y	HMDB0000562	1	yes	1	yes	2	high	creatinine
Y	HMDB0000564	1	yes	1	yes	2	high	1,2-dipalmitoyl-GPC (16:0/16:0)
Y	HMDB0000622	1	yes	1	yes	2	high	ethylmalonate
Y	HMDB0000623	1	yes	1	yes	2	high	dodecanedioate (C12-DC)
Y	HMDB0000625	1	yes	1	yes	2	high	gluconate
Y	HMDB0000626	1	yes	1	yes	2	high	deoxycholate
Y	HMDB0000630	0.678571428571428	yes	0.678571428571428	yes	2	high	cytosine
Y	HMDB0000637	1	yes	1	yes	2	high	glycochenodeoxycholate
Y	HMDB0000638	1	yes	1	yes	2	high	laurate (12:0)
Y	HMDB0000641	1	yes	1	yes	2	high	glutamine
Y	HMDB0000651	1	yes	1	yes	2	high	decanoylcarnitine (C10)
Y	HMDB0000653	1	yes	1	yes	2	high	cholesterol sulfate
Y	HMDB0000660	1	yes	1	yes	2	high	fructose
Y	HMDB0000661	1	yes	1	yes	2	high	glutarate (C5-DC)
Y	HMDB0000665	1	yes	1	yes	2	high	alpha-hydroxyisocaproate
Y	HMDB0000669	1	yes	1	yes	2	high	2-hydroxyphenylacetate
Y	HMDB0000672	1	yes	1	yes	2	high	hexadecanedioate (C16-DC)
Y	HMDB0000673	1	yes	1	yes	2	high	linoleate (18:2n6)
Y	HMDB0000682	1	yes	1	yes	2	high	3-indoxyl sulfate
Y	HMDB0000684	1	yes	1	yes	2	high	kynurenine
Y	HMDB0000686	1	yes	1	yes	2	high	isoursodeoxycholate
Y	HMDB0000687	1	yes	1	yes	2	high	leucine
Y	HMDB0000689	1	yes	1	yes	2	high	isocaproate (i6:0)
Y	HMDB0000695	1	yes	1	yes	2	high	4-methyl-2-oxopentanoate
Y	HMDB0000698	1	yes	1	yes	2	high	glycolithocholate
Y	HMDB0000699	1	yes	1	yes	2	high	1-methylnicotinamide
Y	HMDB0000714	1	yes	1	yes	2	high	hippurate
Y	HMDB0000715	1	yes	1	yes	2	high	kynurenate
Y	HMDB0000718	1	yes	1	yes	2	high	isovalerate (i5:0)
Y	HMDB0000725	1	yes	1	yes	2	high	trans-4-hydroxyproline
Y	HMDB0000730	1	yes	1	yes	2	high	isobutyrylglycine
Y	HMDB0000736	1	yes	1	yes	2	high	isobutyrylcarnitine (C4)
Y	HMDB0000754	1	yes	1	yes	2	high	beta-hydroxyisovalerate
Y	HMDB0000755	1	yes	1	yes	2	high	3-(4-hydroxyphenyl)lactate
Y	HMDB0000763	1	yes	1	yes	2	high	5-hydroxyindoleacetate
Y	HMDB0000765	1	yes	1	yes	2	high	mannitol/sorbitol
Y	HMDB0000767	1	yes	1	yes	2	high	pseudouridine
Y	HMDB0000772	1	yes	1	yes	2	high	nonadecanoate (19:0)
Y	HMDB0000782	1	yes	1	yes	2	high	octadecanedioate (C18-DC)
Y	HMDB0000784	1	yes	1	yes	2	high	azelate (C9-DC)
Y	HMDB0000792	1	yes	1	yes	2	high	sebacate (C10-DC)
Y	HMDB0000801	1	yes	1	yes	2	high	phytanate
Y	HMDB0000806	1	yes	1	yes	2	high	myristate (14:0)
Y	HMDB0000826	1	yes	1	yes	2	high	pentadecanoate (15:0)
Y	HMDB0000827	1	yes	1	yes	2	high	stearate (18:0)
Y	HMDB0000840	1	yes	1	yes	2	high	2-hydroxyhippurate (salicylurate)
Y	HMDB0000847	1	yes	1	yes	2	high	pelargonate (9:0)
Y	HMDB0000872	1	yes	1	yes	2	high	tetradecanedioate (C14-DC)
Y	HMDB0000875	1	yes	1	yes	2	high	trigonelline (N'-methylnicotinate)
Y	HMDB0000883	1	yes	1	yes	2	high	valine
Y	HMDB0000884	1	yes	1	yes	2	high	5-methyluridine (ribothymidine)
Y	HMDB0000888	1	yes	1	yes	2	high	undecanedioate (C11-DC)
Y	HMDB0000892	1	yes	1	yes	2	high	valerate (5:0)
Y	HMDB0000893	1	yes	1	yes	2	high	suberate (C8-DC)
Y	HMDB0000896	1	yes	1	yes	2	high	taurodeoxycholate
Y	HMDB0000897	1	yes	1	yes	2	high	7-methylguanine
Y	HMDB0000904	1	yes	1	yes	2	high	citrulline
Y	HMDB0000925	1	yes	1	yes	2	high	trimethylamine N-oxide
Y	HMDB0000929	1	yes	1	yes	2	high	tryptophan
Y	HMDB0000943	1	yes	1	yes	2	high	threonate
Y	HMDB0000946	1	yes	1	yes	2	high	ursodeoxycholate
Y	HMDB0000947	1	yes	1	yes	2	high	undecanoate (11:0)
Y	HMDB0000991	1	yes	1	yes	2	high	2-aminooctanoate
Y	HMDB0001032	1	yes	1	yes	2	high	dehydroisoandrosterone sulfate (DHEA-S)
Y	HMDB0001043	1	yes	1	yes	2	high	arachidonate (20:4n6)
Y	HMDB0001173	1	yes	1	yes	2	high	5-methylthioadenosine (MTA)
Y	HMDB0001325	1	yes	1	yes	2	high	N6,N6,N6-trimethyllysine
Y	HMDB0001348	1	yes	1	yes	2	high	stearoyl sphingomyelin (d18:1/18:0)
Y	HMDB0001383	1	yes	0.25	yes	2	high	sphinganine-1-phosphate
Y	HMDB0001406	1	yes	1	yes	2	high	nicotinamide
Y	HMDB0001429	1	yes	1	yes	2	high	phosphate
Y	HMDB0001492	1	yes	1	yes	2	high	gamma-tocopherol/beta-tocopherol
Y	HMDB0001547	1	yes	1	yes	2	high	corticosterone/cortexolone
Y	HMDB0001565	1	yes	1	yes	2	high	choline phosphate
Y	HMDB0001624	1	yes	1	yes	2	high	alpha-hydroxycaproate
Y	HMDB0001847	1	yes	1	yes	2	high	caffeine
Y	HMDB0001851	1	yes	1	yes	2	high	arabitol/xylitol
Y	HMDB0001857	1	yes	1	yes	2	high	1,3-dimethylurate
Y	HMDB0001860	1	yes	1	yes	2	high	paraxanthine
Y	HMDB0001870	1	yes	1	yes	2	high	benzoate
Y	HMDB0001886	1	yes	1	yes	2	high	3-methylxanthine
Y	HMDB0001889	1	yes	1	yes	2	high	theophylline
Y	HMDB0001893	1	yes	1	yes	2	high	alpha-tocopherol
Y	HMDB0001895	1	yes	1	yes	2	high	salicylate
Y	HMDB0001931	1	yes	1	yes	2	high	gamma-CEHC
Y	HMDB0001999	1	yes	1	yes	2	high	eicosapentaenoate (EPA; 20:5n3)
Y	HMDB0002000	1	yes	1	yes	2	high	myristoleate (14:1n5)
Y	HMDB0002013	1	yes	1	yes	2	high	butyrylcarnitine (C4)
Y	HMDB0002038	1	yes	1	yes	2	high	N6-methyllysine
Y	HMDB0002064	1	yes	1	yes	2	high	N-acetylputrescine
Y	HMDB0002068	1	yes	1	yes	2	high	erucate (22:1n9)
Y	HMDB0002070	1	yes	1	yes	2	high	4-hydroxy-2-oxoglutaric acid
Y	HMDB0002088	1	yes	1	yes	2	high	oleoyl ethanolamide
Y	HMDB0002100	1	yes	1	yes	2	high	palmitoyl ethanolamide
Y	HMDB0002117	1	yes	1	yes	2	high	oleamide
Y	HMDB0002199	1	yes	1	yes	2	high	3-(4-hydroxyphenyl)propionate
Y	HMDB0002203	1	yes	1	yes	2	high	3-hydroxydecanoate
Y	HMDB0002212	1	yes	1	yes	2	high	arachidate (20:0)
Y	HMDB0002226	1	yes	1	yes	2	high	adrenate (22:4n6)
Y	HMDB0002231	1	yes	1	yes	2	high	eicosenoate (20:1)
Y	HMDB0002259	1	yes	1	yes	2	high	margarate (17:0)
Y	HMDB0002273	1	yes	1	yes	2	high	4-hydroxyglutamate
Y	HMDB0002329	1	yes	1	yes	2	high	oxalate (ethanedioate)
Y	HMDB0002580	1	yes	1	yes	2	high	taurolithocholate 3-sulfate
Y	HMDB0002712	1	yes	1	yes	2	high	1,5-anhydroglucitol (1,5-AG)
Y	HMDB0002721	1	yes	1	yes	2	high	N1-methylinosine
Y	HMDB0002759	1	yes	1	yes	2	high	androsterone sulfate
Y	HMDB0002815	1	yes	1	yes	2	high	1-oleoyl-GPC (18:1)
Y	HMDB0002820	1	yes	1	yes	2	high	1-methyl-4-imidazoleacetate
Y	HMDB0002825	1	yes	1	yes	2	high	theobromine
Y	HMDB0002829	1	yes	1	yes	2	high	androsterone glucuronide
Y	HMDB0002925	1	yes	1	yes	2	high	dihomo-linolenate (20:3n3 or n6)
Y	HMDB0002931	1	yes	1	yes	2	high	N-acetylserine
Y	HMDB0003045	1	yes	1	yes	2	high	ergothioneine
Y	HMDB0003072	1	yes	1	yes	2	high	quinate
Y	HMDB0003073	1	yes	1	yes	2	high	linolenate [alpha or gamma; (18:3n3 or 6)]
Y	HMDB0003157	1	yes	1	yes	2	high	guanidinosuccinate
Y	HMDB0003229	1	yes	1	yes	2	high	palmitoleate (16:1n7)
Y	HMDB0003331	1	yes	1	yes	2	high	N1-methyladenosine
Y	HMDB0003357	1	yes	1	yes	2	high	N-delta-acetylornithine
Y	HMDB0003464	1	yes	1	yes	2	high	4-guanidinobutanoate
Y	HMDB0003681	1	yes	1	yes	2	high	4-acetamidobutanoate
Y	HMDB0004041	1	yes	1	yes	2	high	allo-threonine
Y	HMDB0004089	1	yes	1	yes	2	high	N-formylanthranilic acid
Y	HMDB0004194	1	yes	1	yes	2	high	N1-Methyl-4-pyridone-3-carboxamide
Y	HMDB0004824	1	yes	1	yes	2	high	N2,N2-dimethylguanosine
Y	HMDB0004827	1	yes	1	yes	2	high	stachydrine
Y	HMDB0004988	1	yes	1	yes	2	high	1-methyl-5-imidazoleacetate
Y	HMDB0005060	1	yes	1	yes	2	high	dihomo-linoleate (20:2n6)
Y	HMDB0006029	1	yes	1	yes	2	high	N-acetylglutamine
Y	HMDB0006116	1	yes	1	yes	2	high	3-hydroxyhippurate
Y	HMDB0006294	1	yes	1	yes	2	high	16-hydroxypalmitate
Y	HMDB0006344	1	yes	1	yes	2	high	phenylacetylglutamine
Y	HMDB0006528	1	yes	1	yes	2	high	docosapentaenoate (n3 DPA; 22:5n3)
Y	HMDB0006547	1	yes	1	yes	2	high	stearidonate (18:4n3)
Y	HMDB0006695	1	yes	1	yes	2	high	pro-hydroxy-pro
Y	HMDB0006750	1	yes	1	yes	2	high	lactosyl-N-palmitoyl-sphingosine (d18:1/16:0)
Y	HMDB0007853	1	yes	1	yes	2	high	1-palmitoyl-GPA (16:0)
Y	HMDB0007869	1	yes	1	yes	2	high	1-myristoyl-2-palmitoyl-GPC (14:0/16:0)
Y	HMDB0007991	1	yes	1	yes	2	high	1-palmitoyl-2-docosahexaenoyl-GPC (16:0/22:6)
Y	HMDB0008038	1	yes	1	yes	2	high	1-stearoyl-2-oleoyl-GPC (18:0/18:1)
Y	HMDB0008928	1	yes	1	yes	2	high	1-palmitoyl-2-linoleoyl-GPE (16:0/18:2)
Y	HMDB0008993	1	yes	1	yes	2	high	1-stearoyl-2-oleoyl-GPE (18:0/18:1)
Y	HMDB0009003	1	yes	1	yes	2	high	1-stearoyl-2-arachidonoyl-GPE (18:0/20:4)
Y	HMDB0009784	1	yes	1	yes	2	high	1-palmitoyl-2-linoleoyl-GPI (16:0/18:2)
Y	HMDB0009815	1	yes	1	yes	2	high	1-stearoyl-2-arachidonoyl-GPI (18:0/20:4)
Y	HMDB0010169	1	yes	1	yes	2	high	palmitoyl sphingomyelin (d18:1/16:0)
Y	HMDB0010318	1	yes	1	yes	2	high	pregnanediol-3-glucuronide
Y	HMDB0010382	1	yes	1	yes	2	high	1-palmitoyl-GPC (16:0)
Y	HMDB0010384	1	yes	1	yes	2	high	1-stearoyl-GPC (18:0)
Y	HMDB0010386	1	yes	1	yes	2	high	1-linoleoyl-GPC (18:2)
Y	HMDB0010738	1	yes	1	yes	2	high	1-methylxanthine
Y	HMDB0011103	1	yes	1	yes	2	high	1,7-dimethylurate
Y	HMDB0011171	1	yes	1	yes	2	high	gamma-glutamylleucine
Y	HMDB0011178	1	yes	1	yes	2	high	prolylglycine
Y	HMDB0011375	1	yes	1	yes	2	high	1-(1-enyl-stearoyl)-2-oleoyl-GPE (P-18:0/18:1)
Y	HMDB0011503	1	yes	1	yes	2	high	1-palmitoyl-GPE (16:0)
Y	HMDB0011506	1	yes	1	yes	2	high	1-oleoyl-GPE (18:1)
Y	HMDB0011621	1	yes	1	yes	2	high	cinnamoylglycine
Y	HMDB0011635	1	yes	1	yes	2	high	p-cresol sulfate
Y	HMDB0011667	1	yes	1	yes	2	high	gamma-glutamylglycine
Y	HMDB0011718	1	yes	1	yes	2	high	p-hydroxybenzaldehyde
Y	HMDB0011737	1	yes	1	yes	2	high	gamma-glutamylglutamate
Y	HMDB0011738	1	yes	1	yes	2	high	gamma-glutamylglutamine
Y	HMDB0011749	1	yes	1	yes	2	high	2-piperidinone
Y	HMDB0011753	1	yes	1	yes	2	high	iminodiacetate (IDA)
Y	HMDB0011756	1	yes	1	yes	2	high	N-acetylleucine
Y	HMDB0011757	1	yes	1	yes	2	high	N-acetylvaline
Y	HMDB0012101	1	yes	1	yes	2	high	sphingomyelin (d18:1/18:1, d18:2/18:0)
Y	HMDB0012273	1	yes	1	yes	2	high	palmitamide (16:0)
Y	HMDB0012454	1	yes	1	yes	2	high	3beta,7alpha-dihydroxy-5-cholestenoate
Y	HMDB0012458	1	yes	1	yes	2	high	7-alpha-hydroxy-3-oxo-4-cholestenoate (7-Hoca)
Y	HMDB0012881	1	yes	1	yes	2	high	N-acetylcarnosine
Y	HMDB0013127	1	yes	1	yes	2	high	3-hydroxybutyrylcarnitine (2)
Y	HMDB0013211	1	yes	1	yes	2	high	2-ketocaprylate
Y	HMDB0013288	1	yes	1	yes	2	high	nonanoylcarnitine (C9)
Y	HMDB0013622	1	yes	1	yes	2	high	10-nonadecenoate (19:1n9)
Y	HMDB0013676	1	yes	1	yes	2	high	2,6-dihydroxybenzoic acid
Y	HMDB0013678	1	yes	1	yes	2	high	4-hydroxyhippurate
Y	HMDB0013713	1	yes	1	yes	2	high	N-acetyltryptophan
Y	HMDB0015109	1	yes	1	yes	2	high	EDTA
Y	HMDB0029159	1	yes	1	yes	2	high	gamma-glutamylthreonine
